"bkblk","bknwy","bkon8","bkona","bkspr","bkxbq","bkxcr","bkxwp","blxwp","bxqsq","cntxt","dsopp","dwipd","hdchk","katri","mulch","qxmsq","r2ar8","reskd","reskr","rimmx","rkxwp","rxmsq","simpl","skach","skewr","skrxp","spcop","stlmt","thrsk","wkcti","wkna8","wknck","wkovl","wkpos","wtoeg","class"
"f","f","f","f","t","t","t","f","f","f","f","f","l","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","l","f","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","t","f","f","f","l","f","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","l","f","n","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","t","f","f","f","l","f","n","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","l","f","n","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","l","f","n","f","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","l","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","l","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","l","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","l","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","l","f","n","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","t","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","t","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","t","f","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","t","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","t","f","f","f","t","t","n",1
"t","f","f","f","t","f","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","t","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","f","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","t","f","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","t","f","g","f","n","f","t","t","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","t","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","t","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","t","f","t","t","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","f","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","t","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","t","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","t","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","t","f","t","f","g","f","b","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","t","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"t","f","f","f","f","t","t","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","t","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"t","f","f","f","f","t","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","g","f","n","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","t","f","t","f","f","f","f","t","f","g","f","n","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","f","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","t","t","t","f","t","f","g","f","n","f","f","t","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","t","t","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","f","t","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","t","f","t","f","g","f","n","f","f","t","f","f","f","t","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","b","f","f","t","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","t","f","g","f","n","f","t","t","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","t","f","f","f","g","f","n","f","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","f","f","f","f","f","f","f","g","f","n","f","t","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","f","t","t","t","f","f","f","g","f","n","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","f","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","t","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","n",1
"f","f","f","f","t","t","t","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","f","f","f","f","g","f","n","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","n",1
"f","f","f","f","f","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","t","t","f","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
"f","f","f","f","f","t","t","f","t","f","f","f","g","f","n","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","t","n",1
